NAMEUNIT	OBJECTID	INSPIREID	NATCODE	CODNUT1	CODNUT2	CODNUT3	CODIGOINE	Shape__Are	Shape__Len	Tavg	mosquito.abundance	GDP.test	eip	rnott.expected	RBM	CODIMUNI	AREAOFI	AREAPOL	CODICOMAR	CODIPROV	VALIDDE	DATAALTA	CODIMUNI.1	AREAOFI.1	AREAPOL.1	CODICOMAR.1	CODIPROV.1	VALIDDE.1	DATAALTA.1	Casos2014	Casos2015	Casos2016	Casos2017	Promedio	CasosPromedio	id	ImportationRisk
Castellbisbal	1821	ES.IGN.SIGLIM34090808054	34090808054	ES5	ES51	ES511	8054	0.003340246398462	0.309779266214171	23.5786666870117	0.090221555499372	26680.7293823818	2.75579692304464	2.425403132542	26756	80543	30.96	30.96	40	8	20111214	201707262100	80543	30.96	30.96	40	8	20111214	201707262100	0	1	0	1	0,5	1	178	9.14734915418767e-05
Castellcir	1822	ES.IGN.SIGLIM34090808055	34090808055	ES5	ES51	ES511	8055	0.00368209835034	0.397490722209996	20.457332611084	0.00727323233848579	32066.6930970292	3.53747569089266	0.184906679942933	23943.9749863607	80556	33.9376	33.9376	42	8	20171213	201801011500	80556	33.9376	33.9376	42	8	20171213	201801011500	0	0	0	0	0	0	179	0.000130387230295915
Castelldans	2373	ES.IGN.SIGLIM34092525067	34092525067	ES5	ES51	ES513	25067	0.006935047156908	0.421258154111485	23.9019999504089	0.029213710701489	25193.2737080257	2.68542769013682	0.789302129119764	26377.212306805	250674	64.32	64.32	18	25	20100311	201707262100	250674	64.32	64.32	18	25	20100311	201707262100	0	0	0	0	0	0	180	0
Castelldefels	1823	ES.IGN.SIGLIM34090808056	34090808056	ES5	ES51	ES511	8056	0.001390466979132	0.165297958366608	23.8799991607666	NA	24023.2986463618	2.69015837444403	NA	34892	80569	NA	13.0245	11	8	NA	201707262100	80569	NA	13.0245	11	8	NA	201707262100	0	0	0	1	0,25	1	181	0.000124150313320646
Castellet i la Gornal	1825	ES.IGN.SIGLIM34090808058	34090808058	ES5	ES51	ES511	8058	0.005070683523922	0.53727469748519	23.5659999847412	0.13670128028318	26918.0500713853	2.75859088714939	3.67417243020671	22675	80581	NA	46885	3	8	NA	201707262100	80581	NA	46885	3	8	NA	201707262100	0	0	0	0	0	0	182	4.75738048707882e-05
Castellfollit de la Roca	2135	ES.IGN.SIGLIM34091717046	34091717046	ES5	ES51	ES512	17046	7.9210787013e-05	0.062663052957058	21.7160005569458	0.0197655913501896	24669.1847098875	3.19862156301781	0.514809505857777	22493	170464	0.73	0.73	19	17	20041216	201707262100	170464	0.73	0.73	19	17	20041216	201707262100	0	0	0	0	0	0	183	0.000116161663454164
Castellfollit de Riubregós	1827	ES.IGN.SIGLIM34090808060	34090808060	ES5	ES51	ES511	8060	0.002846617042949	0.271188267166069	22.6520004272461	0.00576863237134857	22897.4864972773	2.96785647251953	0.15274541396899	26218.7583565304	80608	26.2786	26.2786	6	8	20141022	201707262100	80608	26.2786	26.2786	6	8	20141022	201707262100	0	0	0	0	0	0	184	0.00025620108229619
Castellfollit del Boix	1826	ES.IGN.SIGLIM34090808059	34090808059	ES5	ES51	ES511	8059	0.006420453302502	0.51479789380327	22.3370003700256	0.00665511588577977	21542.7011670877	3.04359678924024	0.175267501792286	25305.5309013473	80594	59.3555	59.3555	7	8	20160505	201707262100	80594	59.3555	59.3555	7	8	20160505	201707262100	0	0	0	0	0	0	185	4.37949358299398e-05
Castellgalí	1828	ES.IGN.SIGLIM34090808061	34090808061	ES5	ES51	ES511	8061	0.001859758306485	0.248189088421278	23.4400005340576	0.0343628339698531	28291.379340054	2.78653797815818	0.921741153515106	23624	80615	NA	17.1557	7	8	NA	201707262100	80615	NA	17.1557	7	8	NA	201707262100	0	0	0	0	0	0	186	7.54989325765633e-05
Castellnou de Bages	1829	ES.IGN.SIGLIM34090808062	34090808062	ES5	ES51	ES511	8062	0.003158079675941	0.293100760744927	22.7480001449585	0.0130252896848801	25748.1740754749	2.94515070333363	0.345451485398219	27060	80620	29121	29121	7	8	20160505	201707262100	80620	29121	29121	7	8	20160505	201707262100	0	0	0	0	0	0	187	5.39957791575773e-05
Castellnou de Seana	2374	ES.IGN.SIGLIM34092525068	34092525068	ES5	ES51	ES513	25068	0.001762966088463	0.192950966095035	23.5480003356934	0.132316503137513	21025.0436222963	2.76256604194498	3.5553114659334	26050.0071789496	250680	16.3091	16.3091	27	25	20150730	201707262100	250680	16.3091	16.3091	27	25	20150730	201707262100	0	0	0	0	0	0	188	0
Castelló d'Empúries	2136	ES.IGN.SIGLIM34091717047	34091717047	ES5	ES51	ES512	17047	0.00461467467636	0.326800583428075	23.1877581278483	0.185191417817369	29433.1797575676	2.8433398074306	4.94742033192981	20042.7414948183	170470	NA	42285	2	17	NA	201707262100	170470	NA	42285	2	17	NA	201707262100	0	0	0	0	0	0	189	7.23206778725465e-05
Castelló de Farfanya	2375	ES.IGN.SIGLIM34092525069	34092525069	ES5	ES51	ES513	25069	0.005701915846881	0.325736271943475	23.9779996871948	0.0509142920782095	23315.4110260386	2.66914988084102	1.3772133193496	24059.4543102084	250693	52.6274	52.6274	23	25	20130529	201707262100	250693	52.6274	52.6274	23	25	20130529	201707262100	0	0	0	0	0	0	190	3.89060027058235e-05
Castellolí	1830	ES.IGN.SIGLIM34090808063	34090808063	ES5	ES51	ES511	8063	0.002737895481519	0.24104849399681	22.6120004653931	0.0156550360729407	30755.5544017598	2.97736881579196	0.414242168972417	25105.6848278305	80636	25.34	25.34	6	8	20101117	201707262100	80636	25.34	25.34	6	8	20101117	201707262100	0	0	0	0	0	0	191	0
Castellserà	2376	ES.IGN.SIGLIM34092525070	34092525070	ES5	ES51	ES513	25070	0.001717121132773	0.314834502709885	23.6399997075399	0.047413203852822	24192.4375985744	2.7423083340024	1.27582573035075	20318	250707	NA	15.8668	38	25	NA	201707262100	250707	NA	15.8668	38	25	NA	201707262100	0	0	0	0	0	0	192	0
Castellterçol	1831	ES.IGN.SIGLIM34090808064	34090808064	ES5	ES51	ES511	8064	0.003437999326358	0.363759070083744	20.1919994354248	0.0106035226994106	21692.9679086679	3.61336707415662	0.268114980981085	25051	80641	31.9423	31.9423	42	8	20171213	201801011500	80641	31.9423	31.9423	42	8	20171213	201801011500	0	0	0	0	0	0	193	7.17073976208957e-05
Castellvell del Camp	2591	ES.IGN.SIGLIM34094343042	34094343042	ES5	ES51	ES514	43042	0.000555128567836	0.12064482622821	23.6480007171631	0.0209319219809915	20581.9431022823	2.74055359681946	0.563320550192091	32443	430424	5.1713	5.1713	8	43	20160505	201707262100	430424	5.1713	5.1713	8	43	20160505	201707262100	0	0	0	0	0	0	194	8.84711380265006e-05
Castellví de la Marca	1832	ES.IGN.SIGLIM34090808065	34090808065	ES5	ES51	ES511	8065	0.003087227541729	0.242598099623792	23.4340000152588	0.0401111253477185	29878.4260580256	2.78787595315598	1.07582924447015	22878	80654	NA	28.6828	3	8	NA	201707262100	80654	NA	28.6828	3	8	NA	201707262100	0	0	0	0	0	0	195	0
Castellví de Rosanes	1833	ES.IGN.SIGLIM34090808066	34090808066	ES5	ES51	ES511	8066	0.001764593625358	0.214830657880505	23.2940006256104	0.10867235212972	27658.0286380004	2.81927553637726	2.90819496754438	31130	80667	NA	16392	11	8	NA	201801011500	80667	NA	16392	11	8	NA	201801011500	0	0	0	0	0	0	196	6.21054057395238e-05
Cava	2377	ES.IGN.SIGLIM34092525071	34092525071	ES5	ES51	ES513	25071	0.004546629702646	0.307917214483462	15.5539999008179	0.0186820265965974	24246.030183563	5.236639668238	0.420667830317519	25310.1317033069	250714	NA	40.9059	4	25	NA	201707262100	250714	NA	40.9059	4	25	NA	201707262100	0	0	0	0	0	0	197	2.60691752321519e-05
Celrà	2138	ES.IGN.SIGLIM34091717049	34091717049	ES5	ES51	ES512	17049	0.002165190955073	0.213330153275926	22.9659996032715	0.174067863358971	34550.3951417705	2.89423269716761	4.63337873659068	25512	170499	19.6721	19.6721	20	17	20141022	201707262100	170499	19.6721	19.6721	20	17	20141022	201707262100	0	0	0	0	0	0	198	8.61607203226371e-05
Centelles	1834	ES.IGN.SIGLIM34090808067	34090808067	ES5	ES51	ES511	8067	0.00166256457651	0.217925669827092	21.4200000762939	0.0102690433976061	21164.4364943914	3.27526896979475	0.266004542274472	23192	80673	15.3398	15.3398	24	8	20150429	201707262100	80673	15.3398	15.3398	24	8	20150429	201707262100	0	0	0	0	0	0	199	4.56156148131743e-05
Cercs	2043	ES.IGN.SIGLIM34090808268	34090808268	ES5	ES51	ES511	8268	0.005137026869875	0.501412914716445	18.2419996261597	0.0152108337427514	26121.9870840666	4.22339805321249	0.36821386520575	23622	82687	47.0173	47.0173	14	8	20160727	201707262100	82687	47.0173	47.0173	14	8	20160727	201707262100	0	0	0	0	0	0	200	7.08170929149664e-05
Cerdanyola del Vallès	2041	ES.IGN.SIGLIM34090808266	34090808266	ES5	ES51	ES511	8266	0.003323246494389	0.277210801072993	23.564001083374	0.172915185029343	25508.1105200723	2.75903205451012	4.64736090559643	29185	82665	NA	30.8307	40	8	NA	201707262100	82665	NA	30.8307	40	8	NA	201707262100	0	0	0	0	0	0	201	7.90276569780997e-05
Cervelló	1835	ES.IGN.SIGLIM34090808068	34090808068	ES5	ES51	ES511	8068	0.002602144054409	0.37660552679435	23.1480007171631	0.118669965018553	21991.7839700644	2.85239771082139	3.16823787649823	28777	80689	NA	24.0858	11	8	NA	201707262100	80689	NA	24.0858	11	8	NA	201707262100	0	0	0	0	0	0	202	7.07671638837229e-05
Cervera	2378	ES.IGN.SIGLIM34092525072	34092525072	ES5	ES51	ES513	25072	0.005970451887635	0.510844191379666	23.0613333384196	0.0103660857477803	26965.1943422246	2.87224321625643	0.276360605927788	22995	250729	55.1981	55.1981	32	25	20160505	201707262100	250729	55.1981	55.1981	32	25	20160505	201707262100	0	0	0	0	0	0	203	8.13455820649896e-05
Cervià de les Garrigues	2379	ES.IGN.SIGLIM34092525073	34092525073	ES5	ES51	ES513	25073	0.003666937171025	0.362949777499778	23.4919996261597	0.0076894587683569	23229.6169600525	2.77497025967637	0.206430858884959	30138.9864668038	250735	34.04	34.04	18	25	20091007	201707262100	250735	34.04	34.04	18	25	20091007	201707262100	0	0	0	0	0	0	204	3.48824726836187e-05
Cervià de Ter	2139	ES.IGN.SIGLIM34091717050	34091717050	ES5	ES51	ES512	17050	0.001084919298651	0.21846052855056	23.0480003356934	0.144637691875716	23897.7659861353	2.87530850087436	3.85520728234491	26425.3578457841	170502	10.0858	10.0858	20	17	20140212	201707262100	170502	10.0858	10.0858	20	17	20140212	201707262100	0	0	0	0	0	0	205	6.48551714998786e-05
Cistella	2140	ES.IGN.SIGLIM34091717051	34091717051	ES5	ES51	ES512	17051	0.002797357076019	0.269415292811115	22.8199996948242	0.070332536675653	31531.9741659752	2.92823550357676	1.86758631065393	24616.5204208022	170519	NA	25.5591	2	17	NA	201707262100	170519	NA	25.5591	2	17	NA	201707262100	0	0	0	0	0	0	206	3.94317465892775e-05
Ciutadilla	2380	ES.IGN.SIGLIM34092525074	34092525074	ES5	ES51	ES513	25074	0.001777262477718	0.193138611376118	22.7040004730225	0.00790394266674476	18330.2716102732	2.95553582346587	0.209469741964604	21132.2633713678	250740	16.47	16.47	38	25	20111214	201707262100	250740	16.47	16.47	38	25	20111214	201707262100	0	0	0	0	0	0	207	4.23367417657139e-05
Clariana de Cardener	2381	ES.IGN.SIGLIM34092525075	34092525075	ES5	ES51	ES513	25075	0.004415241908072	0.482738903476616	22.210000038147	0.00821095488504847	22370.8413883336	3.07467743616548	0.215762162505255	27263.6599652306	250753	NA	40962	35	25	NA	201707262100	250753	NA	40962	35	25	NA	201707262100	0	0	0	0	0	0	208	0.000100369372139265
Colera	2142	ES.IGN.SIGLIM34091717054	34091717054	ES5	ES51	ES512	17054	0.002649394969048	0.357136086440796	22.6829566955566	0.0694837482622925	26379.148016869	2.96051566512982	1.84079859736	21725.4568431351	170545	NA	24.2134	2	17	NA	201707262100	170545	NA	24.2134	2	17	NA	201707262100	0	0	0	0	0	0	209	6.46184868706392e-05
Coll de Nargó	2383	ES.IGN.SIGLIM34092525077	34092525077	ES5	ES51	ES513	25077	0.016640196735914	0.693791294928084	18.8667999267578	0.0108896029871515	25158.7870363088	4.0174846822251	0.26751418211296	23959.2508389561	250772	NA	152.4243	4	25	NA	201707262100	250772	NA	152.4243	4	25	NA	201707262100	0	0	0	0	0	0	210	5.49833571908916e-05
Collbató	1836	ES.IGN.SIGLIM34090808069	34090808069	ES5	ES51	ES511	8069	0.001950435349676	0.229739832174962	23.0399990081787	0.0161658521618329	22357.7955871032	2.87714959286038	0.430831789863283	32441	80692	18.06	18.06	11	8	20111214	201707262100	80692	18.06	18.06	11	8	20111214	201707262100	0	0	0	0	0	0	211	0.00011851485452259
Colldejou	2596	ES.IGN.SIGLIM34094343045	34094343045	ES5	ES51	ES514	43045	0.001541316083024	0.236363300769712	22.3020000457764	0.0474999881962617	27654.4767825238	3.05213088146492	1.25018573591599	24523.7468915196	430458	NA	14.4175	8	43	NA	201707262100	430458	NA	14.4175	8	43	NA	201707262100	0	0	0	0	0	0	212	0.000114619505352541
Collsuspina	1837	ES.IGN.SIGLIM34090808070	34090808070	ES5	ES51	ES511	8070	0.001640701699815	0.205682756471101	20.0319995880127	0.0175502697153509	27012.4550728727	3.65991540207502	0.442293674590016	27082.844875372	80706	15.1276	15.1276	42	8	20160505	201707262100	80706	15.1276	15.1276	42	8	20160505	201707262100	0	0	0	0	0	0	213	0
Colomers	2143	ES.IGN.SIGLIM34091717055	34091717055	ES5	ES51	ES512	17055	0.00045986897682	0.122930383567504	23.0730004310608	0.0868918596332307	22535.2859745396	2.86956360876475	2.31698677755176	21563.1107339362	170558	NA	4.2957	10	17	NA	201707262100	170558	NA	4.2957	10	17	NA	201707262100	0	0	0	0	0	0	214	0.000130077957903688
Conca de Dalt	2452	ES.IGN.SIGLIM34092525161	34092525161	ES5	ES51	ES513	25161	0.018083518673374	0.904780330916586	19.7003334363302	0.0124791048897317	24526.6646344663	3.75832479581139	0.312289661635023	20773.2014214194	251615	NA	165.7046	25	25	NA	201707262100	251615	NA	165.7046	25	25	NA	201707262100	0	0	0	0	0	0	215	0
Conesa	2597	ES.IGN.SIGLIM34094343046	34094343046	ES5	ES51	ES514	43046	0.003141480046537	0.286272220482677	21.8920001983643	0.00467009098297	27401.9420160815	3.1539006366561	0.122025157336046	24040.2648497073	430461	29.0404	29.0404	16	43	20170426	201707262100	430461	29.0404	29.0404	16	43	20170426	201707262100	0	0	0	0	0	0	216	4.28755879013082e-05
Constantí	2599	ES.IGN.SIGLIM34094343047	34094343047	ES5	ES51	ES514	43047	0.003341415302115	0.257983205533941	24.1146672566732	0.136425093968048	18905.1387280081	2.64012593709663	3.69790814267999	21664	430477	NA	31.0365	36	43	NA	201801011500	430477	NA	31.0365	36	43	NA	201801011500	0	0	0	0	0	0	217	0
Copons	1838	ES.IGN.SIGLIM34090808071	34090808071	ES5	ES51	ES511	8071	0.002020554145706	0.325342637696748	22.5500001907349	0.0042111135976313	30602.0770146258	2.99217331550948	0.111310963107935	22192.5617283132	80713	18.69	18.69	6	8	20111214	201707262100	80713	18.69	18.69	6	8	20111214	201707262100	0	0	0	0	0	0	218	8.81263474339956e-05
Corbera d'Ebre	2600	ES.IGN.SIGLIM34094343048	34094343048	ES5	ES51	ES514	43048	0.00573156973958	0.343366693830935	23.6120001475016	0.0361640336295072	22591.2613096097	2.74845789297627	0.972698290107041	23841.5078557856	430483	NA	53.0768	37	43	NA	201707262100	430483	NA	53.0768	37	43	NA	201707262100	0	0	0	0	0	0	219	0.000115264150159984
Corbera de Llobregat	1839	ES.IGN.SIGLIM34090808072	34090808072	ES5	ES51	ES511	8072	0.001969395111041	0.273547772655303	23.6520004272461	0.0796261303639009	32239.398934831	2.73967682351216	2.14303516018442	30616	80728	NA	18.3358	11	8	NA	201801011500	80728	NA	18.3358	11	8	NA	201801011500	0	0	0	0	0	0	220	0.000153827024434035
Corbins	2384	ES.IGN.SIGLIM34092525078	34092525078	ES5	ES51	ES513	25078	0.002308172681144	0.245477709272756	23.9200000762939	0.09112847617603	29600.91954383	2.681563430173	2.46280786376843	21457	250788	NA	21.2842	33	25	NA	201707262100	250788	NA	21.2842	33	25	NA	201707262100	0	0	0	0	0	0	221	6.05931114032156e-05
Corçà	2145	ES.IGN.SIGLIM34091717057	34091717057	ES5	ES51	ES512	17057	0.00173690523823	0.227114093161063	23.1599998474121	0.175493496501846	27120.1905934111	2.84966092126299	4.68622236369147	22508	170577	16.1276	16.1276	10	17	20160727	201707262100	170577	16.1276	16.1276	10	17	20160727	201707262100	0	0	0	0	0	0	222	5.3003813958696e-05
Cornellà de Llobregat	1840	ES.IGN.SIGLIM34090808073	34090808073	ES5	ES51	ES511	8073	0.000733748804725	0.144111481054001	24.011999130249	0.172771426150708	21019.1697925551	2.66189977654099	4.67582585956906	23805	80734	NA	6.9871	11	8	NA	201707262100	80734	NA	6.9871	11	8	NA	201707262100	0	0	3	0	0,75	1	223	0.000189097674949164
Cornellà del Terri	2144	ES.IGN.SIGLIM34091717056	34091717056	ES5	ES51	ES512	17056	0.003030685483566	0.313491454150941	22.8839988708496	0.0471683813475958	33467.9571295609	2.91328144538467	1.25383175274513	24775	170561	27.83	27.83	28	17	20111214	201707262100	170561	27.83	27.83	28	17	20111214	201707262100	0	0	0	0	0	0	224	3.72106040306036e-05
Cornudella de Montsant	2601	ES.IGN.SIGLIM34094343049	34094343049	ES5	ES51	ES514	43049	0.006759855963826	0.459169698721461	21.7189993858337	0.0091133722517443	23103.8192096887	3.19785428555926	0.237377557693655	25743.1643785774	430496	NA	62.9169	29	43	NA	201707262100	430496	NA	62.9169	29	43	NA	201707262100	0	0	0	0	0	0	225	0.00031411762134413
Creixell	2602	ES.IGN.SIGLIM34094343050	34094343050	ES5	ES51	ES514	43050	0.001117219575193	0.199265275242002	23.7412998199463	0.0845308464429001	33004.4708231466	2.72017445033623	2.27821070083919	23665	430509	NA	10.3628	36	43	NA	201707262100	430509	NA	10.3628	36	43	NA	201707262100	0	0	0	0	0	0	226	7.45908309114307e-05
Crespià	2146	ES.IGN.SIGLIM34091717058	34091717058	ES5	ES51	ES512	17058	0.001233657863733	0.208317935936299	22.9799995422363	0.0128707544070214	27326.5299538194	2.89099298524819	0.342676013098448	20234.4892347591	170583	11.31	11.31	28	17	20101215	201707262100	170583	11.31	11.31	28	17	20101215	201707262100	0	0	0	0	0	0	227	0.000120783023957814
Cruïlles, Monells i Sant Sadurní de l'Heura	2310	ES.IGN.SIGLIM34091717901	34091717901	ES5	ES51	ES512	17901	0.010826325869992	0.550674739151906	22.7022860390799	0.0827188064449739	24625.3511660782	2.95594121694078	2.19214460992414	20069.7026837929	179011	NA	99.6031	10	17	NA	201801011500	179011	NA	99.6031	10	17	NA	201801011500	0	0	0	0	0	0	228	3.97327693010082e-05
Cubelles	1841	ES.IGN.SIGLIM34090808074	34090808074	ES5	ES51	ES511	8074	0.001447865866602	0.214762119927048	23.7600002288818	0.179746858982792	17774.9552809973	2.71610802288113	4.8458071277685	27393	80749	NA	13.5442	17	8	NA	201707262100	80749	NA	13.5442	17	8	NA	201707262100	0	0	0	0	0	0	229	0.000105592378664195
Cubells	2385	ES.IGN.SIGLIM34092525079	34092525079	ES5	ES51	ES513	25079	0.004233527586953	0.356152197201917	23.533332824707	0.0121521093539633	21380.8258962021	2.76580954195736	0.326448510139756	30219.2445740708	250791	39053	39053	23	25	20140514	201707262100	250791	39053	39053	23	25	20140514	201707262100	0	0	0	0	0	0	230	0.00015286209460045
Cunit	2603	ES.IGN.SIGLIM34094343051	34094343051	ES5	ES51	ES514	43051	0.001044927702331	0.192646985747296	23.7200002670288	0.128201067623233	27948.7846599946	2.7248134815574	3.45403237542223	23657	430516	NA	9.7674	12	43	NA	201707262100	430516	NA	9.7674	12	43	NA	201707262100	0	0	0	0	0	0	231	5.59537485852389e-05
Darnius	2147	ES.IGN.SIGLIM34091717060	34091717060	ES5	ES51	ES512	17060	0.003846822545054	0.371660306011787	22.7613334655762	0.0155608250300639	25155.675366979	2.94201088711079	0.412790499520413	28243.6080461828	170600	NA	34.8834	2	17	NA	201707262100	170600	NA	34.8834	2	17	NA	201707262100	0	0	0	0	0	0	232	7.29368995313114e-05
Das	2148	ES.IGN.SIGLIM34091717061	34091717061	ES5	ES51	ES512	17061	0.001620810572315	0.259075403151826	15.9008001327515	0.0195948833420951	28536.9720259499	5.09335113104808	0.445761910817226	30466.575982081	170617	NA	14626	15	17	NA	201707262100	170617	NA	14626	15	17	NA	201707262100	0	0	0	0	0	0	233	0.000159731162759019
Deltebre	3086	ES.IGN.SIGLIM34094343901	34094343901	ES5	ES51	ES514	43901	0.01147447393344	0.822579515002027	23.9043629964193	0.352189042728805	29481.6901260591	2.68492007498391	9.51586203794458	18340	439018	NA	106.3214	9	43	NA	201707262100	439018	NA	106.3214	9	43	NA	201707262100	0	0	0	0	0	0	234	8.35654161697065e-05
Dosrius	1842	ES.IGN.SIGLIM34090808075	34090808075	ES5	ES51	ES511	8075	0.004404170156835	0.340030114999184	22.5360005696615	0.0946757240730026	30350.2035228532	2.99552633620801	2.50193259195194	25877	80752	NA	40.6325	21	8	NA	201707262100	80752	NA	40.6325	21	8	NA	201707262100	0	0	0	1	0,25	1	235	0
Duesaigües	2605	ES.IGN.SIGLIM34094343053	34094343053	ES5	ES51	ES514	43053	0.001462495433843	0.175092865720129	23.1840000152588	0.0569697363526358	22771.121283507	2.8441947832381	1.52186328659548	27925.7285115103	430537	NA	13.5822	8	43	NA	201707262100	430537	NA	13.5822	8	43	NA	201707262100	0	0	0	0	0	0	236	3.31052898391853e-05
El Bruc	1792	ES.IGN.SIGLIM34090808025	34090808025	ES5	ES51	ES511	8025	0.005114523933641	0.398109210897007	22.5119997660319	0.00809146315019582	19509.4539225538	3.00128346461664	0.213739819288576	29184.8876134627	80253	NA	47.3828	6	8	NA	201707262100	80253	NA	47.3828	6	8	NA	201707262100	0	0	0	0	0	0	237	7.6365118009142e-05
El Brull	1793	ES.IGN.SIGLIM34090808026	34090808026	ES5	ES51	ES511	8026	0.00446194048675	0.442735675954316	19.7559998830159	0.0169067093055361	27381.7261142662	3.74162500118976	0.423595465477489	25771.0994531454	80266	41.1557	41.1557	24	8	20141022	201707262100	80266	41.1557	41.1557	24	8	20141022	201707262100	0	0	0	0	0	0	238	8.5636544707604e-05
El Catllar	2594	ES.IGN.SIGLIM34094343043	34094343043	ES5	ES51	ES514	43043	0.002825487959558	0.303283933367578	23.9160003662109	0.0845408286314115	23584.0854406575	2.68242160556698	2.28463224578297	24780.5177056555	430430	NA	26.3405	36	43	NA	201801011500	430430	NA	26.3405	36	43	NA	201801011500	0	0	0	0	0	0	239	5.7532730445389e-05
El Cogul	2382	ES.IGN.SIGLIM34092525076	34092525076	ES5	ES51	ES513	25076	0.001882934696733	0.21118136573922	24.2573328018188	0.0219254737964628	30965.9239419105	2.61016483850201	0.595580223791664	30908.2007549921	250766	17.47	17.47	18	25	20100311	201707262100	250766	17.47	17.47	18	25	20100311	201707262100	0	0	0	0	0	0	240	9.76812196714636e-05
El Far d'Empordà	2096	ES.IGN.SIGLIM34091717005	34091717005	ES5	ES51	ES512	17005	0.001002215902377	0.165208524251339	23.4039998054504	0.223302960442743	28909.1446319069	2.79457493785943	5.98639225509646	30524.5732565709	170059	NA	9.1207	2	17	NA	201707262100	170059	NA	9.1207	2	17	NA	201707262100	0	0	0	0	0	0	241	0.000150832140115058
El Lloar	2627	ES.IGN.SIGLIM34094343072	34094343072	ES5	ES51	ES514	43072	0.000728701831784	0.187154930509261	23.7399997711182	0.0401102167139232	26831.5341884216	2.72045737381707	1.08099802760933	23603.372386078	430727	NA	6.6665	29	43	NA	201707262100	430727	NA	6.6665	29	43	NA	201707262100	0	0	0	0	0	0	242	4.56393336162855e-05
El Masnou	1885	ES.IGN.SIGLIM34090808118	34090808118	ES5	ES51	ES511	8118	0.000348287250978	0.168843480184098	23.5714282989502	NA	25339.0030985525	2.75739318737908	NA	25519.3005286801	81189	NA	3.4798	21	8	NA	201707262100	81189	NA	3.4798	21	8	NA	201707262100	0	0	1	0	0,25	1	243	0.00023227446334198
El Masroig	2637	ES.IGN.SIGLIM34094343082	34094343082	ES5	ES51	ES514	43082	0.001693058811143	0.203595227852193	24.3519992828369	0.0501043879575264	21245.5167430936	2.59047189348741	1.36294376921845	21898.865821951	430825	NA	15535	29	43	NA	201707262100	430825	NA	15535	29	43	NA	201707262100	0	0	0	0	0	0	244	0.000110664212673112
El Milà	2638	ES.IGN.SIGLIM34094343083	34094343083	ES5	ES51	ES514	43083	0.000425576722345	0.09723422883885	23.8019995689392	0.10843622377975	22438.7462081395	2.70699735757055	2.92524214515485	23529.1950147424	430831	NA	4.1649	1	43	NA	201707262100	430831	NA	4.1649	1	43	NA	201707262100	0	0	0	0	0	0	245	3.40493381254154e-05
El Molar	2640	ES.IGN.SIGLIM34094343085	34094343085	ES5	ES51	ES514	43085	0.002464812376077	0.27025464791058	24.0866664250692	0.0537358295054153	28865.0062333421	2.64604662372906	1.45593554466203	19966.2335705894	430859	NA	22.7503	29	43	NA	201707262100	430859	NA	22.7503	29	43	NA	201707262100	0	0	0	0	0	0	246	5.21066677353896e-05
El Montmell	2644	ES.IGN.SIGLIM34094343090	34094343090	ES5	ES51	ES514	43090	0.007720733378527	0.499894234673133	22.3847999572754	0.0322500915420716	21074.3879499927	3.03198040011729	0.85003552888408	22866.220506146	430901	NA	72.5421	12	43	NA	201707262100	430901	NA	72.5421	12	43	NA	201707262100	0	0	0	0	0	0	247	6.24659994620903e-05
El Morell	2669	ES.IGN.SIGLIM34094343095	34094343095	ES5	ES51	ES514	43095	0.000631997150438	0.186845111133759	24.050666809082	0.0907102060573878	26139.450967164	2.65367814070857	2.45639162191984	25042.7340037894	430957	NA	5.9424	36	43	NA	201707262100	430957	NA	5.9424	36	43	NA	201707262100	0	0	0	0	0	0	248	0
El Palau d'Anglesola	2451	ES.IGN.SIGLIM34092525158	34092525158	ES5	ES51	ES513	25158	0.001343427785008	0.186182113113283	23.7439994812012	0.108342863060545	20837.9653826556	2.71958702980636	2.92009647534119	25296.1994969781	251581	NA	12.3433	27	25	NA	201707262100	251581	NA	12.3433	27	25	NA	201707262100	0	0	0	0	0	0	249	0.000137783183377197
El Papiol	1928	ES.IGN.SIGLIM34090808158	34090808158	ES5	ES51	ES511	8158	0.000953835889223	0.138262572989906	23.6720008850098	0.104579083023864	21135.7094203036	2.73529674534178	2.81549259812019	22967.2163681634	81580	8.8475	8.8475	11	8	20141022	201707262100	81580	8.8475	8.8475	11	8	20141022	201707262100	0	0	0	0	0	0	250	4.97707221701844e-05
El Perelló	2779	ES.IGN.SIGLIM34094343104	34094343104	ES5	ES51	ES514	43104	0.010750965866367	0.658060940942678	23.7391670772008	0.10174228197509	23707.3748565829	2.72063860451801	2.7419892341911	20484.4021357289	431042	NA	100.7024	9	43	NA	201707262100	431042	NA	100.7024	9	43	NA	201707262100	0	0	0	0	0	0	251	0
El Pinell de Brai	2781	ES.IGN.SIGLIM34094343106	34094343106	ES5	ES51	ES514	43106	0.006154094148401	0.382236386020743	24.1009998321533	0.0569738556792162	20910.1201992772	2.64301421357837	1.54400204474824	20648.7888234752	431068	NA	57.1676	37	43	NA	201707262100	431068	NA	57.1676	37	43	NA	201707262100	0	0	0	0	0	0	252	7.45551995890976e-05
