NAMEUNIT	OBJECTID	INSPIREID	NATCODE	CODNUT1	CODNUT2	CODNUT3	CODIGOINE	Shape__Are	Shape__Len	Tavg	mosquito.abundance	GDP.test	eip	rnott.expected	RBM	CODIMUNI	AREAOFI	AREAPOL	CODICOMAR	CODIPROV	VALIDDE	DATAALTA	CODIMUNI.1	AREAOFI.1	AREAPOL.1	CODICOMAR.1	CODIPROV.1	VALIDDE.1	DATAALTA.1	Casos2014	Casos2015	Casos2016	Casos2017	Promedio	CasosPromedio	id	ImportationRisk
Santa Llogaia d'Àlguema	2260	ES.IGN.SIGLIM34091717182	34091717182	ES5	ES51	ES512	17182	0.000210958733046	0.071000919646247	23.3559989929199	0.166871326761127	25725.5312832125	2.80532691821426	4.4701167997397	25020.2142826873	171827	NA	1.9516	2	17	NA	201707262100	171827	NA	1.9516	2	17	NA	201707262100	0	0	0	0	0	0	774	0.000182565553215893
Santa Margarida de Montbui	2024	ES.IGN.SIGLIM34090808250	34090808250	ES5	ES51	ES511	8250	0.002987396010648	0.305634466928755	23.0019998550415	0.0143924448744914	31194.8023725468	2.88590924032022	0.383329267926146	19598	82508	27603	27603	6	8	20160727	201707262100	82508	27603	27603	6	8	20160727	201707262100	0	0	0	0	0	0	775	0
Santa Margarida i els Monjos	2025	ES.IGN.SIGLIM34090808251	34090808251	ES5	ES51	ES511	8251	0.001879056359596	0.223754668959265	23.5159997940063	0.132333463979912	25901.3702224846	2.76964739114096	3.5539691093841	23261	82515	NA	17.4416	3	8	NA	201707262100	82515	NA	17.4416	3	8	NA	201707262100	0	0	0	0	0	0	776	0.00015329869302821
Santa Maria d'Oló	2032	ES.IGN.SIGLIM34090808258	34090808258	ES5	ES51	ES511	8258	0.007186938650314	0.54567003583435	21.3256000518799	0.00625302380244219	26257.7228357318	3.30009744178327	0.161688428651554	26271.3981589935	82589	66.0811	66.0811	42	8	20170726	201707262100	82589	66.0811	66.0811	42	8	20170726	201707262100	0	0	0	1	0,25	1	777	0.000114153534447724
Santa Maria de Besora	2027	ES.IGN.SIGLIM34090808253	34090808253	ES5	ES51	ES511	8253	0.002714353088254	0.327967271696951	19.492000579834	0.0143129467910541	27261.8948120318	3.82148829825046	0.356569204102721	27172.831405546	82536	24914	24914	24	8	20130529	201707262100	82536	24914	24914	24	8	20130529	201707262100	0	0	0	0	0	0	778	8.89356100340251e-05
Santa Maria de Martorelles	2030	ES.IGN.SIGLIM34090808256	34090808256	ES5	ES51	ES511	8256	0.000484671869763	0.110262478645692	23.3579988479614	0.121004987916648	28198.9965131492	2.80487813434089	3.24156210301098	23508.039129956	82567	NA	4.4545	41	8	NA	201707262100	82567	NA	4.4545	41	8	NA	201707262100	0	0	0	0	0	0	779	0
Santa Maria de Merlès	2029	ES.IGN.SIGLIM34090808255	34090808255	ES5	ES51	ES511	8255	0.005615715534433	0.560561648813045	21.9973328908284	0.00659455521425163	27293.9521387726	3.12743559097291	0.17263566284394	24987.4482878881	82554	NA	51.3053	14	8	NA	201707262100	82554	NA	51.3053	14	8	NA	201707262100	0	0	0	0	0	0	780	0.000303229000101648
Santa Maria de Miralles	2031	ES.IGN.SIGLIM34090808257	34090808257	ES5	ES51	ES511	8257	0.002728319117589	0.283976785139814	21.931999206543	0.00689660115284504	22231.3700952789	3.14382453482829	0.18033155026049	19897.5220457758	82573	NA	25.2471	6	8	NA	201707262100	82573	NA	25.2471	6	8	NA	201707262100	0	0	0	0	0	0	781	0.000116881536993616
Santa Maria de Palautordera	2033	ES.IGN.SIGLIM34090808259	34090808259	ES5	ES51	ES511	8259	0.001835846737618	0.234071945358938	23.043999671936	0.0141344771069168	26162.3358461287	2.87622889955557	0.376718931798997	25573	82592	NA	16.9738	41	8	NA	201707262100	82592	NA	16.9738	41	8	NA	201707262100	0	0	0	0	0	0	782	5.77873624123244e-05
Santa Oliva	3036	ES.IGN.SIGLIM34094343140	34094343140	ES5	ES51	ES514	43140	0.001015906953648	0.204169141441127	23.7719993591309	0.100198053403229	26726.6881461371	2.713501999167	2.7017486327052	20996	431401	NA	9.4957	12	43	NA	201707262100	431401	NA	9.4957	12	43	NA	201707262100	0	0	0	0	0	0	783	5.6705783813658e-05
Santa Pau	2262	ES.IGN.SIGLIM34091717184	34091717184	ES5	ES51	ES512	17184	0.005294254099379	0.413422794400884	20.7453339894613	0.0198740301062499	25177.6849188416	3.45690361985034	0.50817174271698	22784	171848	48.57	48.57	19	17	20100722	201707262100	171848	48.57	48.57	19	17	20100722	201707262100	0	0	0	1	0,25	1	784	4.38946029515861e-05
Santa Perpètua de Mogoda	2034	ES.IGN.SIGLIM34090808260	34090808260	ES5	ES51	ES511	8260	0.001693045328226	0.208430862005396	23.8640003204346	0.186627162119956	28342.2744414343	2.69360373198675	5.03938771577095	25218	82606	NA	15.5248	40	8	NA	201707262100	82606	NA	15.5248	40	8	NA	201707262100	0	0	1	0	0,25	1	785	0
Santa Susanna	2035	ES.IGN.SIGLIM34090808261	34090808261	ES5	ES51	ES511	8261	0.001357749607588	0.186074172183736	23.2399997711182	0.204007345304914	29910.1449506785	2.83148134539993	5.45470940856067	26012	82613	NA	12.6366	21	8	NA	201801011500	82613	NA	12.6366	21	8	NA	201801011500	0	0	0	0	0	0	786	0
Santpedor	1960	ES.IGN.SIGLIM34090808192	34090808192	ES5	ES51	ES511	8192	0.001829071745036	0.207291033738482	23.2819995880127	0.0258343984747965	31230.8404983387	2.82198357467684	0.691223984659322	26428	81923	16.7291	16.7291	7	8	20170726	201707262100	81923	16.7291	16.7291	7	8	20170726	201707262100	0	0	0	0	0	0	787	0.000154523559111533
Sarral	3038	ES.IGN.SIGLIM34094343142	34094343142	ES5	ES51	ES514	43142	0.005623423426117	0.393541687333779	22.6079998016357	0.00791931899515794	27140.0262234939	2.97832188442119	0.209535931068623	19939	431423	NA	52.5791	16	43	NA	201707262100	431423	NA	52.5791	16	43	NA	201707262100	0	0	0	0	0	0	788	0.000172606211234339
Sarrià de Ter	2264	ES.IGN.SIGLIM34091717186	34091717186	ES5	ES51	ES512	17186	0.000462586539319	0.102659155036102	22.996000289917	0.078365141397319	23368.8033987177	2.88729470881642	2.08697548655939	23393	171864	4.25	4.25	20	17	20101215	201707262100	171864	4.25	4.25	20	17	20101215	201707262100	0	0	0	0	0	0	789	4.00675045189565e-05
Sarroca de Bellera	2484	ES.IGN.SIGLIM34092525201	34092525201	ES5	ES51	ES513	25201	0.009510988932886	0.567447771481895	15.2456001281738	0.0167316297969037	23461.8542649833	5.36744492423246	0.373246589417057	18541.0569209562	252017	NA	87.5452	25	25	NA	201707262100	252017	NA	87.5452	25	25	NA	201707262100	0	0	0	0	0	0	790	0.000128477938903062
Sarroca de Lleida	2483	ES.IGN.SIGLIM34092525200	34092525200	ES5	ES51	ES513	25200	0.00447087531228	0.335621746863939	24.6640005111694	0.0333108280089087	20847.0595508065	2.52661372880514	0.910266482441515	24497.1016619127	252000	NA	41.7855	33	25	NA	201707262100	252000	NA	41.7855	33	25	NA	201707262100	0	0	0	0	0	0	791	5.57891553872308e-05
Saus, Camallera i Llampaies	2265	ES.IGN.SIGLIM34091717187	34091717187	ES5	ES51	ES512	17187	0.001252726129662	0.233395329338159	22.9700002670288	0.0589919351382738	25994.8885705812	2.89330653723714	1.57036488702581	22073.2305077382	171870	NA	11.4904	2	17	NA	201707262100	171870	NA	11.4904	2	17	NA	201707262100	0	0	0	0	0	0	792	9.24854382338457e-05
Savallà del Comtat	3039	ES.IGN.SIGLIM34094343143	34094343143	ES5	ES51	ES514	43143	0.001579336777081	0.217425472827179	22.0426667531331	0.00372017154617916	21821.7685216583	3.11611383498376	0.0974673564468545	26353.5256737151	431439	14.6318	14.6318	16	43	20150429	201707262100	431439	14.6318	14.6318	16	43	20150429	201707262100	0	0	0	0	0	0	793	7.05453139847998e-05
Senan	3042	ES.IGN.SIGLIM34094343146	34094343146	ES5	ES51	ES514	43146	0.001280583590714	0.198932669806016	22.4720001220703	0.00331553312534956	16277.7746148473	3.01090286891911	0.087521216330721	22271.7257959328	431460	11.88	11.88	16	43	20101215	201707262100	431460	11.88	11.88	16	43	20101215	201707262100	0	0	0	0	0	0	794	4.65050984600576e-05
Senterada	2485	ES.IGN.SIGLIM34092525202	34092525202	ES5	ES51	ES513	25202	0.003792422386831	0.40014788298591	19.0960006713867	0.0128157379945174	20652.0575654136	3.94449109623242	0.316477413789322	25553.5145647547	252022	NA	34.5049	25	25	NA	201707262100	252022	NA	34.5049	25	25	NA	201707262100	0	0	0	0	0	0	795	3.26376201696612e-05
Sentmenat	2042	ES.IGN.SIGLIM34090808267	34090808267	ES5	ES51	ES511	8267	0.003056927900164	0.289590086818797	22.6659994125366	0.0609213591982906	24560.0377019294	2.96453457466645	1.61349621149512	24959	82671	NA	28.4516	40	8	NA	201707262100	82671	NA	28.4516	40	8	NA	201707262100	0	0	0	0	0	0	796	8.57372131380898e-05
Serinyà	2268	ES.IGN.SIGLIM34091717190	34091717190	ES5	ES51	ES512	17190	0.001875011133702	0.229595021159368	22.6693334579468	0.0351963834874531	22291.8754100319	2.96374396867643	0.932225400854253	23476	171903	17.2	17.2	28	17	20100722	201707262100	171903	17.2	17.2	28	17	20100722	201707262100	0	0	0	0	0	0	797	6.32529724290758e-05
Seròs	2487	ES.IGN.SIGLIM34092525204	34092525204	ES5	ES51	ES513	25204	0.009247418455515	0.600106057915019	24.6670002937317	0.0502889116351818	14445.2242026464	2.52600745821083	1.3742766488941	18843	252043	NA	85.9856	33	25	NA	201707262100	252043	NA	85.9856	33	25	NA	201707262100	0	0	0	0	0	0	798	6.28930769045432e-05
Serra de Daró	2269	ES.IGN.SIGLIM34091717191	34091717191	ES5	ES51	ES512	17191	0.00088888904054	0.150229586208045	23.2080001831055	0.195856469354399	30200.6405374959	2.83873913020273	5.23405873661019	24031.9053227525	171910	NA	7.9567	10	17	NA	201707262100	171910	NA	7.9567	10	17	NA	201707262100	0	0	0	0	0	0	799	2.46655624141706e-05
Setcases	2270	ES.IGN.SIGLIM34091717192	34091717192	ES5	ES51	ES512	17192	0.005346522189908	0.336878681273747	13.4499998092651	0.0186914476143988	26586.2159592712	6.19659541900227	0.392988130077507	26292.8435751899	171925	48.8961	48.8961	31	17	20130529	201707262100	171925	48.8961	48.8961	31	17	20130529	201707262100	0	0	0	0	0	0	800	4.21128469359516e-05
Seva	2044	ES.IGN.SIGLIM34090808269	34090808269	ES5	ES51	ES511	8269	0.003302854376517	0.457131266523671	21.3179998397827	0.0154915905200626	32494.9698457995	3.30210456714448	0.40051852166267	27012	82690	NA	30.4659	24	8	NA	201707262100	82690	NA	30.4659	24	8	NA	201707262100	0	0	0	0	0	0	801	0
Sidamon	2488	ES.IGN.SIGLIM34092525205	34092525205	ES5	ES51	ES513	25205	0.000878947971676	0.133319374757565	23.7239995002747	0.12868196464084	26488.5760137333	2.72394184782636	3.46720470985047	25293.6011812933	252056	NA	8.1517	27	25	NA	201707262100	252056	NA	8.1517	27	25	NA	201707262100	0	0	0	0	0	0	802	9.80447016300172e-05
Sils	2271	ES.IGN.SIGLIM34091717193	34091717193	ES5	ES51	ES512	17193	0.003256829886906	0.375669392888476	23.1146672566732	0.149959298172134	23990.4185323488	2.86001428469001	4.00141957647899	22928	171931	NA	30086	34	17	NA	201707262100	171931	NA	30086	34	17	NA	201707262100	0	0	0	0	0	0	803	0
Sitges	2045	ES.IGN.SIGLIM34090808270	34090808270	ES5	ES51	ES511	8270	0.004724121786338	0.566842047871345	23.3684641520182	NA	23793.700467215	2.80253080489721	NA	36937	82704	NA	43.9894	17	8	NA	201707262100	82704	NA	43.9894	17	8	NA	201707262100	0	0	2	0	0,5	1	804	6.88509531878109e-05
Siurana	2141	ES.IGN.SIGLIM34091717052	34091717052	ES5	ES51	ES512	17052	0.001146990626228	0.152700833395513	23.3439998626709	0.176215067207138	29750.6974484255	2.80802112978182	4.71950678345807	26502.9422624591	170524	NA	10.5068	2	17	NA	201707262100	170524	NA	10.5068	2	17	NA	201707262100	0	0	0	0	0	0	805	0.000125490047893891
Sobremunt	2046	ES.IGN.SIGLIM34090808271	34090808271	ES5	ES51	ES511	8271	0.001487574427268	0.174429400089907	20.1879997253418	0.00954637440255308	21412.918577223	3.61452345281153	0.241364559657852	28538.107236512	82711	NA	13.8322	24	8	NA	201707262100	82711	NA	13.8322	24	8	NA	201707262100	0	0	0	0	0	0	806	9.28631464040355e-05
Solivella	3043	ES.IGN.SIGLIM34094343147	34094343147	ES5	ES51	ES514	43147	0.002313028587381	0.204393475645848	22.7819995880127	0.00696392501776803	22278.5277513175	2.9371509091176	0.184799980806115	20965.8475273804	431476	NA	21.3281	16	43	NA	201707262100	431476	NA	21.3281	16	43	NA	201707262100	0	0	0	0	0	0	807	7.21078430570968e-05
Solsona	2490	ES.IGN.SIGLIM34092525207	34092525207	ES5	ES51	ES513	25207	0.001924159653905	0.329772634049569	22.1760005950928	0.00869426232872202	19523.4453761721	3.0830518055905	0.228325584759847	22466	252075	17.7	17.7	35	25	20050620	201707262100	252075	17.7	17.7	35	25	20050620	201707262100	0	0	0	0	0	0	808	0
Sora	2049	ES.IGN.SIGLIM34090808272	34090808272	ES5	ES51	ES511	8272	0.003359281061206	0.274138749573965	19.6280002593994	0.0100063988635445	19619.1549176998	3.7801359675959	0.250020360579388	20463.6490889629	82726	30.8421	30.8421	24	8	20150429	201707262100	82726	30.8421	30.8421	24	8	20150429	201707262100	0	0	0	0	0	0	809	3.37041407926699e-05
Soriguera	2491	ES.IGN.SIGLIM34092525208	34092525208	ES5	ES51	ES513	25208	0.01159785023714	0.698340338322412	16.3544999361038	0.0175177672031658	31134.557769184	4.91179769984475	0.40371138775697	24967.9480557485	252081	NA	106.0372	26	25	NA	201707262100	252081	NA	106.0372	26	25	NA	201707262100	0	0	0	0	0	0	810	5.92831889622789e-05
Sort	2492	ES.IGN.SIGLIM34092525209	34092525209	ES5	ES51	ES513	25209	0.011503419227603	0.621333847555274	15.1606663068136	0.0169856593652893	27207.5916441095	5.40403931617205	0.377924298533786	21731	252094	NA	105.1781	26	25	NA	201707262100	252094	NA	105.1781	26	25	NA	201707262100	0	0	0	0	0	0	811	0.000101580245170566
Soses	2493	ES.IGN.SIGLIM34092525210	34092525210	ES5	ES51	ES513	25210	0.003252880683769	0.282155248702085	24.4259996414185	0.0986639187932988	19987.6215982537	2.57518152991823	2.68679703936937	19807	252108	NA	30.1623	33	25	NA	201707262100	252108	NA	30.1623	33	25	NA	201707262100	0	0	0	0	0	0	812	7.98579118000577e-05
Subirats	2050	ES.IGN.SIGLIM34090808273	34090808273	ES5	ES51	ES511	8273	0.006019725848313	0.481128889899332	23.1999998092651	0.0800582568232607	30278.6300606105	2.84055658969705	2.13919522630052	24175	82732	NA	55.6078	3	8	NA	201707262100	82732	NA	55.6078	3	8	NA	201707262100	0	0	0	0	0	0	813	6.5650991038164e-05
Sudanell	2494	ES.IGN.SIGLIM34092525211	34092525211	ES5	ES51	ES513	25211	0.000891391049323	0.16407522665947	24.3439998626709	0.107575879454755	31105.9822282372	2.59213020590067	2.92594150675425	21947.3395484388	252115	NA	8.1684	33	25	NA	201707262100	252115	NA	8.1684	33	25	NA	201707262100	0	0	0	0	0	0	814	2.38453277212975e-05
Sunyer	2495	ES.IGN.SIGLIM34092525212	34092525212	ES5	ES51	ES513	25212	0.001366103020486	0.158501625087057	24.5733337402344	0.0773225946259011	26362.0199416257	2.5450067462409	2.1101774210186	25083.7749445582	252120	NA	12.4924	33	25	NA	201707262100	252120	NA	12.4924	33	25	NA	201707262100	0	0	0	0	0	0	815	6.48140563144755e-05
Súria	2051	ES.IGN.SIGLIM34090808274	34090808274	ES5	ES51	ES511	8274	0.002559454896014	0.235708746894074	22.9739999771118	0.00954610158214714	26536.6710503453	2.89238089435075	0.25413395723188	26133	82747	23.6008	23.6008	7	8	20160505	201707262100	82747	23.6008	23.6008	7	8	20160505	201707262100	0	0	0	0	0	0	816	0
Susqueda	2272	ES.IGN.SIGLIM34091717194	34091717194	ES5	ES51	ES512	17194	0.005519332697142	0.563880297581927	20.1146666208903	0.0175164519212117	24365.3455825341	3.63579091424514	0.442202752160489	26554.5171483799	171946	NA	50.9116	34	17	NA	201707262100	171946	NA	50.9116	34	17	NA	201707262100	0	0	0	0	0	0	817	3.57923332500299e-05
Tagamanent	2053	ES.IGN.SIGLIM34090808276	34090808276	ES5	ES51	ES511	8276	0.004709452196888	0.341990533591778	20.4000002543132	0.0178131924184331	28806.0802203665	3.55373790188952	0.452337328034658	26265.6577388825	82763	43.4706	43.4706	41	8	20141022	201707262100	82763	43.4706	43.4706	41	8	20141022	201707262100	0	0	0	0	0	0	818	2.80453545183684e-05
Talamanca	2054	ES.IGN.SIGLIM34090808277	34090808277	ES5	ES51	ES511	8277	0.003171258947207	0.372024905494301	22.532000541687	0.0212457327889153	24937.163142673	2.99648506472891	0.561408448005022	23010.2343343635	82779	NA	29.3062	7	8	NA	201801011500	82779	NA	29.3062	7	8	NA	201801011500	0	0	0	0	0	0	819	0.000126569445571686
Talarn	2496	ES.IGN.SIGLIM34092525215	34092525215	ES5	ES51	ES513	25215	0.003032010093627	0.421328620896337	22.7119998931885	0.0056250592477697	17070.5250660701	2.95364502271338	0.149095066190841	27505.9064750854	252154	NA	28.2452	25	25	NA	201707262100	252154	NA	28.2452	25	25	NA	201707262100	0	0	0	0	0	0	820	6.95417140891161e-05
Talavera	2497	ES.IGN.SIGLIM34092525216	34092525216	ES5	ES51	ES513	25216	0.003305813719136	0.361860751263236	22.2239999771118	0.00406764245093147	22521.4816877188	3.07123574015118	0.10691315762281	21290.6120824686	252167	30.6059	30.6059	32	25	20150730	201707262100	252167	30.6059	30.6059	32	25	20150730	201707262100	0	0	0	0	0	0	821	2.91259643800019e-05
Taradell	2055	ES.IGN.SIGLIM34090808278	34090808278	ES5	ES51	ES511	8278	0.002882073599419	0.365380328697758	22.2199993133545	0.0143156186726302	15826.0403387287	3.07221885598869	0.376242636922118	25953	82785	NA	26.58	24	8	NA	201707262100	82785	NA	26.58	24	8	NA	201707262100	0	0	0	0	0	0	822	2.39895539610255e-05
Tarragona	3044	ES.IGN.SIGLIM34094343148	34094343148	ES5	ES51	ES514	43148	0.006307434481491	0.805367454561095	24.0667872428894	0.18525552795791	29681.3270406322	2.65025807107775	5.01786212494358	28370	431482	58776	58776	36	43	20160505	201707262100	431482	58776	58776	36	43	20160505	201707262100	1	0	4	0	1,25	2	823	5.36685378250773e-05
Tàrrega	2498	ES.IGN.SIGLIM34092525217	34092525217	ES5	ES51	ES513	25217	0.009510753952294	0.692720510962405	23.6175998687744	0.0454507812205052	23951.0821806043	2.74722692087043	1.22258996399826	22877	252173	87.9464	87.9464	38	25	20160505	201707262100	252173	87.9464	87.9464	38	25	20160505	201707262100	0	0	0	0	0	0	824	6.98664243388952e-05
Tarrés	2499	ES.IGN.SIGLIM34092525218	34092525218	ES5	ES51	ES513	25218	0.001409319069964	0.19009459785331	22.4599990844727	0.00462490768530738	24784.2616168111	3.01379497370992	0.122059988805972	25355.8956663322	252189	13.08	13.08	18	25	20100311	201707262100	252189	13.08	13.08	18	25	20100311	201707262100	0	0	0	0	0	0	825	0.000144481610704751
Tarroja de Segarra	2500	ES.IGN.SIGLIM34092525219	34092525219	ES5	ES51	ES513	25219	0.000855287288497	0.13430668533768	23.2919998168945	0.00505287922909238	25202.4421631755	2.81972683898034	0.135216400184288	33305.8907143613	252192	7.9022	7.9022	32	25	20131016	201707262100	252192	7.9022	7.9022	32	25	20131016	201707262100	0	0	0	0	0	0	826	8.07508248514805e-05
Tavèrnoles	2052	ES.IGN.SIGLIM34090808275	34090808275	ES5	ES51	ES511	8275	0.002051970824586	0.283758043718504	21.3179998397827	0.0120310878148204	31342.5862707446	3.30210456714448	0.311050921423796	28843.8535901716	82750	18.8823	18.8823	24	8	20160505	201707262100	82750	18.8823	18.8823	24	8	20160505	201707262100	0	0	0	0	0	0	827	6.14040941323895e-05
Tavertet	2057	ES.IGN.SIGLIM34090808280	34090808280	ES5	ES51	ES511	8280	0.003563462438372	0.38521513973685	18.2679996490479	0.014189116286186	27072.2397322696	4.21462250726823	0.343696170335072	30255.3159875028	82802	32.7661	32.7661	24	8	20150730	201707262100	82802	32.7661	32.7661	24	8	20150730	201707262100	0	0	0	0	0	0	828	0
Teià	2058	ES.IGN.SIGLIM34090808281	34090808281	ES5	ES51	ES511	8281	0.000724404357494	0.134376169626874	23.2544759114583	0.133192707055743	29508.6650062286	2.82820412971745	3.56211489186916	41088	82819	NA	6.7005	21	8	NA	201707262100	82819	NA	6.7005	21	8	NA	201707262100	0	0	0	0	0	0	829	3.97635076571339e-05
Térmens	2501	ES.IGN.SIGLIM34092525220	34092525220	ES5	ES51	ES513	25220	0.002983647283997	0.278318435316056	23.7919998168945	0.084952736119583	26370.4046777739	2.70916376818667	2.29138256051122	19402	252206	27.5768	27.5768	23	25	20140514	201707262100	252206	27.5768	27.5768	23	25	20140514	201707262100	0	0	0	0	0	0	830	3.81048981109458e-05
Terrades	2274	ES.IGN.SIGLIM34091717196	34091717196	ES5	ES51	ES512	17196	0.002290496688227	0.272848840185709	22.5980005264282	0.0351766001067125	22732.6908058405	2.9807053224145	0.930573314066217	25948.7806277915	171962	NA	20.8401	2	17	NA	201707262100	171962	NA	20.8401	2	17	NA	201707262100	0	0	0	0	0	0	831	7.56866481310731e-05
Terrassa	2056	ES.IGN.SIGLIM34090808279	34090808279	ES5	ES51	ES511	8279	0.007588642880009	0.622399961659615	22.4530000686646	0.0954214087013597	16309.3794360849	3.01548293412135	2.51804634299768	24918	82798	NA	70.1858	40	8	NA	201801011500	82798	NA	70.1858	40	8	NA	201801011500	0	1	2	2	1,25	2	832	0.00013452977994603
Tiana	2059	ES.IGN.SIGLIM34090808282	34090808282	ES5	ES51	ES511	8282	0.000855553576494	0.129903165638899	23.4434776306152	0.125317622954877	27206.1604605188	2.78576296102663	3.36167864048046	38536	82824	NA	7.8968	21	8	NA	201707262100	82824	NA	7.8968	21	8	NA	201707262100	0	0	0	0	0	0	833	0.000111625640256366
Tírvia	2502	ES.IGN.SIGLIM34092525221	34092525221	ES5	ES51	ES513	25221	0.000959489899224	0.139856084004378	17.3759994506836	0.0109380101184399	24282.9769926585	4.52636886924855	0.259111668692703	25117.1007149284	252213	NA	8.5204	26	25	NA	201707262100	252213	NA	8.5204	26	25	NA	201707262100	0	0	0	0	0	0	834	9.25792863067429e-05
Tiurana	2503	ES.IGN.SIGLIM34092525222	34092525222	ES5	ES51	ES513	25222	0.001695926961122	0.231192253258139	22.7000007629395	0.00945389010458121	29234.7795735714	2.95648167769822	0.250529415183279	25560.8792021639	252228	15613	15613	23	25	20160505	201707262100	252228	15613	15613	23	25	20160505	201707262100	0	0	0	0	0	0	835	5.13094172422873e-05
Tivenys	3045	ES.IGN.SIGLIM34094343149	34094343149	ES5	ES51	ES514	43149	0.005718093200764	0.4081558388997	23.7870001792908	0.0622167507073305	19748.1498528429	2.71024757188127	1.67800765553588	27394.7600440661	431495	NA	53.6033	9	43	NA	201707262100	431495	NA	53.6033	9	43	NA	201707262100	0	0	0	0	0	0	836	0
Tivissa	3046	ES.IGN.SIGLIM34094343150	34094343150	ES5	ES51	ES514	43150	0.022352219042933	0.96506278624764	23.1873334248861	0.0882760939388604	23624.9548242677	2.84343641505888	2.35829464128241	18675	431508	NA	209.4328	30	43	NA	201707262100	431508	NA	209.4328	30	43	NA	201707262100	0	0	0	0	0	0	837	6.56525315223972e-05
Tona	2060	ES.IGN.SIGLIM34090808283	34090808283	ES5	ES51	ES511	8283	0.001784424927865	0.252825084188379	21.8320007324219	0.0167026698823531	22102.0782151687	3.16907561545239	0.435952516367605	26634	82830	NA	16.3938	24	8	NA	201707262100	82830	NA	16.3938	24	8	NA	201707262100	0	0	0	0	0	0	838	2.59932525303305e-05
Torà	2504	ES.IGN.SIGLIM34092525223	34092525223	ES5	ES51	ES513	25223	0.010119287870465	0.627328097509655	22.365713936942	0.00511939770213499	23922.8041515468	3.03661341141247	0.1348904721855	20999	252234	NA	93.3568	32	25	NA	201707262100	252234	NA	93.3568	32	25	NA	201707262100	0	0	0	0	0	0	839	3.79937036873226e-05
Tordera	2062	ES.IGN.SIGLIM34090808284	34090808284	ES5	ES51	ES511	8284	0.009156760967683	0.581236344721372	22.9775997161865	0.133756353999859	19207.9371677638	2.89154806895273	3.56104043273081	22026	82845	NA	84.5765	21	8	NA	201801011500	82845	NA	84.5765	21	8	NA	201801011500	0	0	0	0	0	0	840	5.45382754797449e-05
Torelló	2063	ES.IGN.SIGLIM34090808285	34090808285	ES5	ES51	ES511	8285	0.001469598898064	0.242296069862171	22.3039989471436	0.0141476593500522	34099.4704307431	3.05164284779987	0.372375218738009	23710	82858	13.5064	13.5064	24	8	20150730	201707262100	82858	13.5064	13.5064	24	8	20150730	201707262100	0	0	0	0	0	0	841	4.5082493851251e-05
Tornabous	2506	ES.IGN.SIGLIM34092525225	34092525225	ES5	ES51	ES513	25225	0.00217439217188	0.44115182631536	23.4559993743896	0.0460747525327219	24134.1177649712	2.78297374949043	1.23621378398712	22786.3048516075	252252	20.0979	20.0979	38	25	20140212	201707262100	252252	20.0979	20.0979	38	25	20140212	201707262100	0	0	0	0	0	0	842	0.000143227882127487
Torre-serona	2513	ES.IGN.SIGLIM34092525233	34092525233	ES5	ES51	ES513	25233	0.000627771297771	0.158197693199991	24.1706670125326	0.104680263376198	19342.5932801414	2.62832467890432	2.83983267093027	28213.3019037368	252332	NA	5.8821	33	25	NA	201707262100	252332	NA	5.8821	33	25	NA	201707262100	0	0	0	0	0	0	843	7.73895427800397e-05
Torrebesses	2507	ES.IGN.SIGLIM34092525226	34092525226	ES5	ES51	ES513	25226	0.002993527870001	0.221154639831903	24.2940006256104	0.0368400566403905	30555.7149946324	2.6025193325978	1.00126432454238	27358.6163878327	252265	NA	27.7061	33	25	NA	201707262100	252265	NA	27.7061	33	25	NA	201707262100	0	0	0	0	0	0	844	0
Torredembarra	3049	ES.IGN.SIGLIM34094343153	34094343153	ES5	ES51	ES514	43153	0.000929184248798	0.157302706229156	24.0777778625488	NA	24653.7080253554	2.64792885693139	NA	24699	431536	NA	8.7556	36	43	NA	201707262100	431536	NA	8.7556	36	43	NA	201707262100	0	0	0	0	0	0	845	2.48979426628893e-05
Torrefarrera	2509	ES.IGN.SIGLIM34092525228	34092525228	ES5	ES51	ES513	25228	0.002532682724643	0.367723473134757	23.7159996032715	0.128072704276981	26672.8244380858	2.72568570613233	3.45035900076757	26500	252287	NA	23.4442	33	25	NA	201707262100	252287	NA	23.4442	33	25	NA	201707262100	0	0	0	0	0	0	846	6.58090349429726e-05
Torrefeta i Florejacs	2537	ES.IGN.SIGLIM34092525907	34092525907	ES5	ES51	ES513	25907	0.009609906147754	0.959467300548311	23.1319999694824	0.00515609987263047	22661.1002399212	2.8560512884059	0.137621076462374	32791.3063020143	259078	NA	88.9394	32	25	NA	201707262100	259078	NA	88.9394	32	25	NA	201707262100	0	0	0	0	0	0	847	0.000208658905860621
Torregrossa	2510	ES.IGN.SIGLIM34092525230	34092525230	ES5	ES51	ES513	25230	0.004391570084769	0.415916704958481	23.6533330281576	0.106307693616868	22701.849730603	2.73938476741364	2.86119489717866	18022	252304	NA	40.4765	27	25	NA	201707262100	252304	NA	40.4765	27	25	NA	201707262100	0	0	0	0	0	0	848	0.000307222761381083
Torrelameu	2511	ES.IGN.SIGLIM34092525231	34092525231	ES5	ES51	ES513	25231	0.001152834647847	0.161223401888672	23.8239998817444	0.0918524744989798	29708.9693693948	2.70223716473825	2.4787113960126	19192.052102161	252311	NA	10.7779	23	25	NA	201707262100	252311	NA	10.7779	23	25	NA	201707262100	0	0	0	0	0	0	849	3.34373322612623e-05
